respondent_id,group,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20
R0295,reference,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
R0296,reference,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
R0297,reference,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
R0298,reference,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
R0299,reference,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0
R0300,reference,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
R0301,reference,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0302,reference,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
R0303,reference,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
R0304,reference,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
R0305,reference,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
R0306,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
R0307,reference,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
R0308,reference,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
R0309,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
R0310,reference,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
R0311,reference,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
R0312,reference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0313,reference,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1
R0314,reference,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
R0315,reference,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
R0316,reference,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
R0317,reference,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
R0318,reference,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
R0319,reference,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
R0320,reference,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
R0321,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
R0322,reference,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0323,reference,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0324,reference,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0
R0325,reference,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
R0326,reference,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0327,reference,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
R0328,reference,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
R0329,reference,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
R0330,reference,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
R0331,reference,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
R0332,reference,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
R0333,reference,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0334,reference,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
R0335,reference,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0
R0336,reference,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0
R0337,reference,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
R0338,reference,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
R0339,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R0340,reference,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
R0341,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
R0342,reference,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
R0343,reference,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0344,reference,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
R0345,reference,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
R0346,reference,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R0347,reference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0348,reference,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R0349,reference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0350,reference,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R0351,reference,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
R0352,reference,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
R0353,reference,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
R0354,reference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0355,reference,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
R0356,reference,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
R0357,reference,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
R0358,reference,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
R0359,reference,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
R0360,reference,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
R0361,reference,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
R0362,reference,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R0363,reference,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
R0364,reference,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R0365,reference,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
R0366,reference,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0367,reference,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
R0368,reference,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0
R0369,reference,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0370,reference,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R0371,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
R0372,reference,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0373,reference,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
R0374,reference,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R0375,reference,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
R0376,reference,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
R0377,reference,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
R0378,reference,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
R0379,reference,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
R0380,reference,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
R0381,reference,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0382,reference,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
R0383,reference,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
R0384,reference,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
R0385,reference,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
R0386,reference,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
R0387,reference,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
R0388,reference,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0389,reference,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0
R0390,reference,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
R0391,reference,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R0392,reference,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0393,reference,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
R0394,reference,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
R0395,reference,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
R0396,reference,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
R0397,reference,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0398,reference,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0399,reference,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
R0400,reference,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
R0401,focal,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R0402,focal,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
R0403,focal,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
R0404,focal,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0
R0405,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
R0406,focal,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
R0407,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
R0408,focal,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
R0409,focal,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
R0410,focal,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
R0411,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
R0412,focal,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
R0413,focal,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0414,focal,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R0415,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
R0416,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
R0417,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
R0418,focal,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
R0419,focal,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
R0420,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
R0421,focal,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
R0422,focal,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
R0423,focal,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
R0424,focal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0425,focal,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
R0426,focal,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
R0427,focal,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0428,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
R0429,focal,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0430,focal,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0
R0431,focal,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
R0432,focal,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
R0433,focal,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
R0434,focal,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
R0435,focal,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0436,focal,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R0437,focal,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0438,focal,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
R0439,focal,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
R0440,focal,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
R0441,focal,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R0442,focal,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
R0443,focal,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
R0444,focal,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
R0445,focal,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0446,focal,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0447,focal,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0448,focal,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R0449,focal,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
R0450,focal,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
R0451,focal,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
R0452,focal,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
R0453,focal,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
R0454,focal,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
R0455,focal,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
R0456,focal,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
R0457,focal,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
R0458,focal,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
R0459,focal,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
R0460,focal,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
R0461,focal,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
R0462,focal,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R0463,focal,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0
R0464,focal,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
R0465,focal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0466,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
R0467,focal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0468,focal,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0469,focal,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
R0470,focal,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
R0471,focal,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
R0472,focal,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
R0473,focal,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
R0474,focal,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
R0475,focal,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R0476,focal,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
R0477,focal,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
R0478,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
R0479,focal,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R0480,focal,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0481,focal,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
R0482,focal,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
R0483,focal,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
R0484,focal,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
R0485,focal,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R0486,focal,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
R0487,focal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0488,focal,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0489,focal,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
R0490,focal,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
R0491,focal,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
R0492,focal,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
R0493,focal,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
R0494,focal,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
R0495,focal,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
R0496,focal,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R0497,focal,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0498,focal,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
R0499,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
R0500,focal,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
R0501,focal,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
R0502,focal,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
R0503,focal,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0504,focal,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
R0505,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
R0506,focal,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0
R0507,focal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0508,focal,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R0509,focal,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
R0510,focal,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R0511,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
R0512,focal,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
R0513,focal,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
R0514,focal,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
R0515,focal,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
R0516,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
R0517,focal,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
R0518,focal,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0519,focal,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
R0520,focal,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0521,focal,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R0522,focal,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
R0523,focal,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
R0524,focal,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0
R0525,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
R0526,focal,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
R0527,focal,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
R0528,focal,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
R0529,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
R0530,focal,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
R0531,focal,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
R0532,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
R0533,focal,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
R0534,focal,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
R0535,focal,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0
R0536,focal,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0537,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
R0538,focal,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
R0539,focal,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
R0540,focal,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
R0541,focal,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R0542,focal,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
R0543,focal,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
R0544,focal,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0545,focal,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
R0546,focal,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0547,focal,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R0548,focal,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
R0549,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
R0550,focal,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
R0551,focal,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
R0552,focal,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
R0553,focal,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
R0554,focal,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
R0555,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
R0556,focal,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
R0557,focal,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
R0558,focal,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
R0559,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0
R0560,focal,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
R0561,focal,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
R0562,focal,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
R0563,focal,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R0564,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
R0565,focal,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
R0566,focal,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
R0567,focal,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
R0568,focal,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
R0569,focal,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
R0570,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
R0571,focal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0572,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
R0573,focal,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
R0574,focal,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
R0575,focal,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
R0576,focal,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
R0577,focal,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
R0578,focal,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
R0579,focal,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R0580,focal,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
R0581,focal,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
R0582,focal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
R0583,focal,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
R0584,focal,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
R0585,focal,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
R0586,focal,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
R0587,focal,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
R0588,focal,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
R0589,focal,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
R0590,focal,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0
